GRUPO;PERFIL;CODIGO;DESCRIPCION_ESTANDAR;CRITERIO_FUNCIONAL;GRADACION_CUMPLIMIENTO;OBLIGATORIO
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG11.1;El sistema DEBE ofrecer la 2: capacidad de eliminar las 1: Cumplimiento parcial Entradas de Registro (p. ej. 0: No cumplimiento aquellas que;El sistema DEBE ofrecer la 2: capacidad de eliminar las 1: Cumplimiento parcial Entradas de Registro (p. ej. 0: No cumplimiento aquellas que han excedido su periodo de conservacibn legal), de acuerdo con el alcance de la practica, la politica organizacional y/o la ley jurisdiccional;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG11.2;"El sistema DEBE ofrecer la 2: capacidad de marcar las 1: Cumplimiento parcial Entradas de Registro como 0: No cumplimiento ""eliminadas"". 47";"El sistema DEBE ofrecer la 2: capacidad de marcar las 1: Cumplimiento parcial Entradas de Registro como 0: No cumplimiento ""eliminadas"". 47 N0INFREG12 Mantener actualizada la evidencia de un evento de eliminacidn de una Entrada de Registro. - la evidencia de un evento de eliminacidn de una Entrada de Registro incluye";2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG12.1;El sistema DEBE auditar cada 2: . ocurrencia cuando se elimine el 1: Cumplimiento parcial contenido de una Entrada de 0: No cumplimiento Reg;El sistema DEBE auditar cada 2: . ocurrencia cuando se elimine el 1: Cumplimiento parcial contenido de una Entrada de 0: No cumplimiento Registro, de acuerdo con el alcance de la prbctica, la politica organizacional y/o la ley jurisdiccional;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG12.2;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido eliminado 0: No cumplimiento de la;El sistema DEBE capturar la 2: identidad del paciente que es 1: Cumplimiento parcial sujeto del contenido eliminado 0: No cumplimiento de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG12.3;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial elimina el contenido de la 0: No cumplimiento Entrada de Re;El sistema DEBE capturar la 2: identidad del usuario que 1: Cumplimiento parcial elimina el contenido de la 0: No cumplimiento Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG12.4;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial mddulo del sistema que elimind 0: No cumplimiento el cont;El sistema DEBE capturar la 2: identidad de la aplicacidn/ 1: Cumplimiento parcial mddulo del sistema que elimind 0: No cumplimiento el contenido de la Entrada de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG12.5;El sistema DEBE capturar la 2: 1: fecha y la hora en qua se Cumplimiento parcial 0: destruye el contenido de la No cumplimiento Entrada de R;El sistema DEBE capturar la 2: 1: fecha y la hora en qua se Cumplimiento parcial 0: destruye el contenido de la No cumplimiento Entrada de Registro. N°373 -MINSA/OGTI-2025;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG13.1;El sistema DEBE ofrecer la 2: - capacidad de fusionar 1: Cumplimiento parcial Ibgicamente las Entradas de 0: No cumplimiento Registro del pa;El sistema DEBE ofrecer la 2: - capacidad de fusionar 1: Cumplimiento parcial Ibgicamente las Entradas de 0: No cumplimiento Registro del paciente, de acuerdo con el alcance de la practica, la politica organizacional y/o la ley jurisdiccional. 55 N0INFREG14 Gestionar/conservar las Entradas de Registro para conservacion legal (varias instancias). - ocurre cuando un conjunto de Entradas de Registro;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG14.1;El sistema DEBE ofrecer la 2: capacidad de controlar el 1: Cumplimiento parcial acceso a datos/registros 0: No cumplimiento durante la conse;El sistema DEBE ofrecer la 2: capacidad de controlar el 1: Cumplimiento parcial acceso a datos/registros 0: No cumplimiento durante la conservacibn legal, evitando cualquier alteracibn no auditable o el uso no autorizado con fines de conservacibn;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG14.2;El sistema DEBE ofrecer la 2: capacidad de mantener 1: Cumplimiento parcial actualizados los registros mas 0: No cumplimiento allb del perio;El sistema DEBE ofrecer la 2: capacidad de mantener 1: Cumplimiento parcial actualizados los registros mas 0: No cumplimiento allb del periodo de retencibn normal, de acuerdo con el alcance de la practica, la politica organizacional y/o la ley jurisdiccional. 58 N0INFREG15 Gestionar Entradas de Registro durante los diversos estados de elahoracidn. - las Entradas de Registro pueden encontrarse en;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG15.1;El sistema DEBE ofrecer la 2: capacidad de avisar que una 1: Cumplimiento parcial Entrada de Registro esta 0: No cumplimiento pendiente o in;El sistema DEBE ofrecer la 2: capacidad de avisar que una 1: Cumplimiento parcial Entrada de Registro esta 0: No cumplimiento pendiente o incompleta. N^B -MINSA/OGTI-2025 QUE ESTABLECE EL PROCESO DE ACREDITACI6N DE LOS SISTEMAS DE;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG15.2;El sistema DEBE capturar una 2: marca de fecha/hora e 1: Cumplimiento parcial identificar al autor cada vez que 0: No cumplimiento se~ actua;El sistema DEBE capturar una 2: marca de fecha/hora e 1: Cumplimiento parcial identificar al autor cada vez que 0: No cumplimiento se~ actualize una Entrada de Registro, incluyendo la fecha de apertura, actualizacidn, evento de firma y cierre oficial. 61 N0INFREG16 Gestionar la integridad del registro. - los SINCE deben ofrecer a una organizacidn la capacidad de definir elementos y periodos minimos para completar informes y registros. Se;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Infraestructura de Registros (Anexo 11);N0INFREG16.1;El sistema DEBE ofrecer la 2: capacidad de gestionar los 1: Cumplimiento parcial periodos para completar 0: No cumplimiento contenido especi;El sistema DEBE ofrecer la 2: capacidad de gestionar los 1: Cumplimiento parcial periodos para completar 0: No cumplimiento contenido especifico de la Entrada de Registro de acuerdo con las reglas de negocio de la organizacibn;2: Cumplimiento Total / 1: Cumplimiento Parcial / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE01.01;El sistema DEBE permitir 2 gestionar el documento de puntos: cuando el sistema autorizacidn del usuario de permite generar el salud/ pacient;El sistema DEBE permitir 2 gestionar el documento de puntos: cuando el sistema autorizacidn del usuario de permite generar el salud/ paciente o de su documento de autorizacion representante legal para de envio de información compartir información clínica en clínica a RENHICE, acorde el RENHICE. a las reglas de Autorizacidn de Tratamiento de Datos Personales relacionados con la salud - Envio al Registro INacional de Historias Clinicas;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE01.02;El sistema DEBE permitir 2 gestionar el documento de puntos: cuando el sistema autorizacidn del acceso a un permite generar el profesional d;El sistema DEBE permitir 2 gestionar el documento de puntos: cuando el sistema autorizacidn del acceso a un permite generar el profesional de salud a su documento de autorizacidn información clínica registrada de acceso a información en RENHICE por parte del clínica en RENHICE, usuario de salud/ paciente o de documento de Autorizacidn su representante legal. de Acceso a Información Clinica registrada en el Registro INacional de Historias Clinicas Electronicas RENHICE;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE01.03;El sistema DEBE permitir la 2 firma digital del usuario de puntos: cuando el sistema salud/ paciente o su permite firmar digitalmente repres;El sistema DEBE permitir la 2 firma digital del usuario de puntos: cuando el sistema salud/ paciente o su permite firmar digitalmente representante legal de la la autorizacidn. autorizacidn;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE01.04;El sistema DEBE permitir la 2 firma electrónica del usuario de puntos: cuando el sistema salud/ paciente o su permite firmar la representant;El sistema DEBE permitir la 2 firma electrónica del usuario de puntos: cuando el sistema salud/ paciente o su permite firmar la representante legal de la autorizacidn a travds de autorizacidn a (raves de contrasena RENHICE. contrasena RENHICE;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE01.05;El sistema DEBE permitir la 2 firma electrónica del usuario de puntos: cuando el sistema salud/ paciente o su permite firmar la representant;El sistema DEBE permitir la 2 firma electrónica del usuario de puntos: cuando el sistema salud/ paciente o su permite firmar la representante legal de la autorizacidn a traves de autorizacidn a travds de contrasefia SIHCE. contrasefia SIHCE;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE01.06;El sistema DEBE permitir 2 gestionar el envio de la puntos: cuando el sistema autorizacidn al RENHICE. permite enviar la autorizacidn y gest;El sistema DEBE permitir 2 gestionar el envio de la puntos: cuando el sistema autorizacidn al RENHICE. permite enviar la autorizacidn y gestionar la respuesta del RENHICE;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE02.01;El sistema DEBE ofrecer la 2 capacidad de generar eventos puntos: cuando el sistema de divulgacidn PARA evidenciar genera un evento de el ac;El sistema DEBE ofrecer la 2 capacidad de generar eventos puntos: cuando el sistema de divulgacidn PARA evidenciar genera un evento de el acceso previa autorizacidn a divulgacidn de información información clínica en clínica sensible. RENHICE;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE02.02;El sistema DEBE ofrecer la 2 capacidad de ingresar, importar puntos: cuando el sistema o recibir información que permite registrar la docume;El sistema DEBE ofrecer la 2 capacidad de ingresar, importar puntos: cuando el sistema o recibir información que permite registrar la documente la seleccion determinacidn de expresada del paciente sobre información clínica sensible sus preferencias de privacidad a nivel de episodio clinico relacionadas con la divulgacibn intra IPRESS, incluyendo de información identificada por los datos de identificación su tipo de contenido (p. ej. de la persona que diagndstico relacionado o determina, y asimismo, mdtodo de pago), y un fin cuando se consults la especifico PARA determinacidn información clínica al;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0AUTE02.03;El sistema DEBE ofrecer la 2 capacldad de vincularse con puntos: cuando el sistema sistemas de gestibn de permite sincronizar el consentimie;El sistema DEBE ofrecer la 2 capacldad de vincularse con puntos: cuando el sistema sistemas de gestibn de permite sincronizar el consentimientos sobre estado y la fecha de privacidad PARA tener acceso a determinacibn de las directivas de consentimiento informacibn clínica sensible sobre la privacidad del paciente a nivel de episodic clinico y certificados digitales. intra IPRESS de acuerdo a la ultima fecha en la que se determinb;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0COM01.02;El sistema DEBE tener la 2 capacldad de transmitir datos puntos: cuando el sistema clínicos 1 y administrativos, cumple con trasmitir los re;El sistema DEBE tener la 2 capacldad de transmitir datos puntos: cuando el sistema clínicos 1 y administrativos, cumple con trasmitir los resultados de pruebas y datos clínicos y procedimientos al RENHICE administrativos y la con base en la documentacibn evidencia de un evento de de autorizacibn. transmisibn de una Entrada de Registro;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL GLOBAL;Autorizaciones e interacción con RENHICE (Anexo 12);N0COM01.03;El sistema DEBE ofrecer la 2 capacldad de recibir dates puntos: cuando el sistema clínicos y administrativos del cumple los criterios de REN;El sistema DEBE ofrecer la 2 capacldad de recibir dates puntos: cuando el sistema clínicos y administrativos del cumple los criterios de RENHICE. recibir y conservar Entradas de Registro y la evidencia de un evento de recepcibn/conservacibn de una Entrada de Registro;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.01;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando cuando el mantener actualizados los datos sistema permite, de identifica;"El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando cuando el mantener actualizados los datos sistema permite, de identificación del personal a mediante el número de travds de los servicios de DNI, obtener y mantener consulta a RENIEC (solo actualizados los datos de nacionales) PARA autenticar su identificación del identidad official. personal de forma especifica en datos discretos; sin poder ser modifficables por el";2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.2;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizados los datos sistema permite registrar de identifi;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizados los datos sistema permite registrar de identificación del personal de los datos de forma manual PARA permitir la identificación del continuidad de las operaciones personal de forma ante una eventual no especifica en datos disponibilidad de los servicios discretos: de consulta a RENIEC 1) Niimero de DNI 2) Nombres 3) Apellido Paterno;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.3;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizados los datos sistema permite registrar de identifi;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizados los datos sistema permite registrar de identificación del personal de y mantener actualizados salud extranjero con Carne de los datos de Extranjeria de forma manual. identificación del personal de forma especifica en datos discretos: 1) Niimero de Carne de Extranjeria;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.4;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizados los datos sistema permite capturar especificos;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizados los datos sistema permite capturar especificos del profesional de de forma especifica en salud. datos discretes: 1) Profesidn reconocida en el pals 2) Número de registro de su colegio profesional 3) Denominacidn de especialidad;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.5;El sistema DEBE registrar la 2 información referida a la puntos: cuando el relacidn contractual del sistema permite registrar personal PARA;El sistema DEBE registrar la 2 información referida a la puntos: cuando el relacidn contractual del sistema permite registrar personal PARA coadyu1jvar en y mantener actualizados los aspectos de seguridad de la de forma especifica información. datos discretes de la relacidn contractual del personal en la IPRESS, o denominacidn equivalente, conteniendo al menos: 1) Condicidn lahoral;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.6;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizada actualizada la sistema permite capturar vinculac;El sistema DEBE ofrecer la 2 capacidad de capturar y puntos: cuando el mantener actualizada actualizada la sistema permite capturar vinculacidn del asignacidn/ vinculacidn de forma especifica personal de salud con una mediante datos Unidad, Departamento o discretes, y mantener estructura organizacional actualizada, la equivalente que haga sus veces asignacidn/vinculacion en la IPRESS. del personal de salud;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.7;El sistema DEBE ofrecer la 2 capacidad de gestionar las puntos: cuando el cuentas de usuarios y la sistema permite crear y asignacidn de rol;El sistema DEBE ofrecer la 2 capacidad de gestionar las puntos: cuando el cuentas de usuarios y la sistema permite crear y asignacidn de roles mantener actualizados de forma especifica mediante datos discretes considerando como minimo: 1) Cuenta de usuario 2) Contrasena 3) Roles asignados;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.8;El sistema DEBE ofrecer la 2 capacidad de capturar la fecha puntos: cuando el de caducidad del(los) sistema permite obtener certificado(s) d;El sistema DEBE ofrecer la 2 capacidad de capturar la fecha puntos: cuando el de caducidad del(los) sistema permite obtener certificado(s) digital(es) de los y registrar la fecha de usuarios PARA asegurar la caducidad del(los) continuidad de acceso al certificado(s) digital(es). sistema;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Gestión Básica Administrativa - Recursos Humanos (Anexo 13);N1.RHS.01.9;El sistema DEBE ofrecer la 2 capacidad distinguir y rechazar puntos: cuando el intentos de firmas digitales de sistema al intentarse un usua;El sistema DEBE ofrecer la 2 capacidad distinguir y rechazar puntos: cuando el intentos de firmas digitales de sistema al intentarse un usuario distinto al autorizado coIocar una firma digital a realizarlo, autenticado durante distinta al usuario que su acceso via usuario y tiene la sesidn activa en contrasefia / certificado de el sistema, Sste la autenticacidn a cada mbdulo rechaza y emite una especifico PARA cumplir con el alerta que advierta que control de ' accesos y no es la firma;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Programación de Turnos/Recursos (Anexo 14);N1.PRG.01.01;El sistema DEBE ofrecer la 2 capacidad de gestionar puntos: cuando el informacibn necesaria para sistema permite capturar identificar los am;El sistema DEBE ofrecer la 2 capacidad de gestionar puntos: cuando el informacibn necesaria para sistema permite capturar identificar los ambientes donde y mantener actualizados se realizan las atenciones de de forma especifica salud (consultorios, tbpicos, mediante datos abiertos salas de dilatacibn, partos, y/o discretes los puerperio inmediato, ambientes donde se de operaciones, etc.) PARA;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Programación de Turnos/Recursos (Anexo 14);N1.PRG.01.02;El sistema DEBE ofrecer la 2 capacidad de gestionar puntos: cuando en el informacibn sobre los dias y las sistema permite capturar horas de;El sistema DEBE ofrecer la 2 capacidad de gestionar puntos: cuando en el informacibn sobre los dias y las sistema permite capturar horas de disponibilidad de los y mantener actualizados ambientes (consultorios, de forma especifica tbpicos, salas de dilatacibn, mediante datos abiertos partos, puerperio inmediato, de y/o discretes la operaciones, etc.) PARA informacibn referente a gestionar su uso. los dias y horarios de disponibilidad de los ambientes para atencibn en salud, como minimo:;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Programación de Turnos/Recursos (Anexo 14);N1.PRG.02.01;El sistema DEBE ofrecer la 2 capacidad de gestionar la puntos: cuando el programación de personal de sistema permite capturar salud y ambien;El sistema DEBE ofrecer la 2 capacidad de gestionar la puntos: cuando el programación de personal de sistema permite capturar salud y ambientes PARA la y mantener actualizados prestacibn de los servicios de de forma especifica salud. mediante datos discretes la programación de personal de salud y ambientes;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Programación de Turnos/Recursos (Anexo 14);N1.PRG.02.02;El sistema DEBE ofrecer la 2 capacidad de gestionar la puntos: cuando el programación de turnos de sistema permite atencibn del personal de;El sistema DEBE ofrecer la 2 capacidad de gestionar la puntos: cuando el programación de turnos de sistema permite atencibn del personal de salud gestionar de forma PARA cumplir con la normativa especifica los turnos de de programación de turnos atencibn. vigente;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Programación de Turnos/Recursos (Anexo 14);N1.PRG.02.03;El sistema DEBE ofrecer la 2 capacidad de mostrar la puntos: cuando el programacidn de turnos sistema permite resultante PARA ofertarlo como;El sistema DEBE ofrecer la 2 capacidad de mostrar la puntos: cuando el programacidn de turnos sistema permite resultante PARA ofertarlo como visualizar la cupos para atención de los programacidn de turnos. pacientes por parte de un;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Programación de Turnos/Recursos (Anexo 14);N1.PRG.02.04;El sistema DEBE ofrecer la 2 capacidad de habilitar la puntos: cuando el utilizacion de la programacidn sistema permite habilitar de turnos;El sistema DEBE ofrecer la 2 capacidad de habilitar la puntos: cuando el utilizacion de la programacidn sistema permite habilitar de turnos resultante PARA la utilizacidn de la ofertarlo como cupos para programacidn de turnos. atención de los pacientes por;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.01.01;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados'datos estructurados sistema permite capturar en;El sistema DEBE ofrecer la 2 capacidad de capturar y mantener puntos: cuando el actualizados'datos estructurados sistema permite capturar en el . historial del paciente (p. ej. de forma especifica, en ingreso por referencia/ campos abiertos y contrareferencia, datos discretos. administrativos, sociales, ubicacibn geogrbfica y/o Cumplimiento parcial 1 condiciones financieras, pobreza, punto: cuando el sistema orfandad, discapacidad, permite capturar de encarcelamiento, incompetencia o forma especifica, en ubicacibn geogrbfica remota) campos abiertos;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.01.02;El sistema DEBE ofrecer la 2 capacidad de registrar informacibn puntos: cuando el sobre financiamiento o sistema permite registrar acredltac;El sistema DEBE ofrecer la 2 capacidad de registrar informacibn puntos: cuando el sobre financiamiento o sistema permite registrar acredltacibn ante una o mbs de forma especifica, en IAFAS PARA asegurar el campos • abiertos y/o financiamiento de la atencibn del discretos, informacibn usuario de salud/ paciente en la sobre financiamiento o IPRESS. acredltacibn ante una o mbs IAFAS contiendo como minimo: 1) Cobertura;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.01.03;El sistema DEBE consultar los 2 servicios de por Io menos una puntos: cuando el IAFAS respecto a financiamiento sistema permite por usuario/;El sistema DEBE consultar los 2 servicios de por Io menos una puntos: cuando el IAFAS respecto a financiamiento sistema permite por usuario/paciente PARA consultar los servicios de asegurar la vigencia del las IAFAS, mediante financiamiento y tipo de cobertura interconexibn directa o para la atencibn del usuario de indirecta, respecto al salud/ paciente en la IPRESS. financiamiento, vigencia, cobertura y restricciones que presente cada una de las IAFAS;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.01;El sistema DEBE ofrecer la 2 capacldad de gestionar la puntos: cuando el información de origen y destino del sistema permite registrar pacie;El sistema DEBE ofrecer la 2 capacldad de gestionar la puntos: cuando el información de origen y destino del sistema permite registrar paciente en ' la IPRESS PARA de forma especifica, en permitir un control de las campos abiertos y admisiones dentro la IPRESS. discretos, información del origen y de destino del paciente en la IPRESS, conteniendo como mlnimo:;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.02;El sistema DEBE ofrecer la 2 capacldad de gestionar un registro puntos: cuando el de un paciente cuando se sistema genera un desconoce su id;El sistema DEBE ofrecer la 2 capacldad de gestionar un registro puntos: cuando el de un paciente cuando se sistema genera un desconoce su identidad PARA codigo de identificación generarle una identidad provisional al paciente provisional, mantenerla y reflejarla cuando se desconoce su en los campos de diversos identidad manteniendola formularios especificos en los campos de todos especialmente en casos de recidn los formularios. nacidos, emergencia, etc;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.03;El sistema DEBE ofrecer la 2 capacldad de gestionar mds de un puntos: cuando el dato como identificador de sistema permite realizar paciente;El sistema DEBE ofrecer la 2 capacldad de gestionar mds de un puntos: cuando el dato como identificador de sistema permite realizar pacientes (numero de documento la biisqueda de un provisional mientras es paciente con el numero desconocido, numero de de documento de documento de identidad, historia identidad, numero de HC clínica, numero de afiliado, y otro(s) identificador(es) numero de cuenta) PARA validar m£s. la identidad y permitir la biisqueda de pacientes. Cumplimiento parcial 1 punto: cuando el sistema;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.04;El sistema DEBE ofrecer la 2 capacidad de generar el cddigo puntos: cuando el estdndar de usuario de salud sistema genera el cbdigo como ide;El sistema DEBE ofrecer la 2 capacidad de generar el cddigo puntos: cuando el estdndar de usuario de salud sistema genera el cbdigo como identificador PARA el envio estandar de usuario de de información al RENHICE. salud como identificador del paciente de acuerdo a la especificacibn de las tramas de envio de informacibn al RENHICE;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.05;El sistema DEBE vincular 2 informacibn clave del identificador puntos: cuando el del paciente (p. ej. ID del sistema, sistema registra todos;El sistema DEBE vincular 2 informacibn clave del identificador puntos: cuando el del paciente (p. ej. ID del sistema, sistema registra todos los número de historia clínica, cbdigo datos de la historia de usuario de salud) con cada clínica vinculados con los registro de atención del paciente datos de identificacibn PARA asegurar registros del paciente. atribuidos a cada paciente y facilitar la busqueda de pacientes;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.06;El sistema DEBE ofrecer la 2 capacidad, a travSs de un mStodo puntos: cuando el controlado, de integrar o vincular sistema permite integrar;El sistema DEBE ofrecer la 2 capacidad, a travSs de un mStodo puntos: cuando el controlado, de integrar o vincular sistema permite integrar information de un solo paciente las HC de un solo tras reconocer su identidad (p. ej. paciente a partir del partes de un registro que aim no número de HC, han sido integradas o vinculadas registrando en un campo debido a que aim se desconoce la abierto los números de identidad de un paciente, o se las HC fusionadas. estuvo usando una identidad temporal (un alias), o habia;2: Cumplimiento Total / 0: No Cumplimiento;SI
PERFIL FUNCIONAL ESPECÍFICO;Admisión (Anexo 15);N1.ADM.02.07;El sistema DEBE ofrecer la 2 capacidad de generar partes del puntos: cuando el registro de un paciente usando un sistema permite generar ide;El sistema DEBE ofrecer la 2 capacidad de generar partes del puntos: cuando el registro de un paciente usando un sistema permite generar identificador primario (p. ej. partes del registro de un número de historia, codigo de paciente a partir de usuario de salud, número numero de HC, numero identificador unlco del paciente en de documento de el sistema), identificadores identidad) u otros datos. secundarios (p. ej. número de seguro social), u otra informacibn,;2: Cumplimiento Total / 0: No Cumplimiento;SI
